"AUDIT_ID","WORKFLOW_NAME","STEP_NAME","STEP_ORDER","INPUT_PARAMS","OUTPUT_RESULT","EXECUTION_TIME_MS","STATUS","EXECUTED_BY","EXECUTED_AT"
1240,"FULL_PIPELINE_V2","DETECT_ANOMALIES",1,"AUTO,max_alerts=8","Scan completed",2511,"SUCCESS","CPH","2026-08-01 23:55:43.829"
1241,"FULL_PIPELINE_V2","AI_INVESTIGATE",2,"alert_id=824,severity=HIGH","AI decision=BLOCK | reason=Cost per kg is 13.55x the peer median.",3908,"SUCCESS","CPH","2026-08-01 23:55:48.244"
1242,"FULL_PIPELINE_V2","SANCTIONS_SCREEN",3,"Phong Phu Garment","Marketplace screening completed",217,"SUCCESS","CPH","2026-08-01 23:55:48.790"
1243,"FULL_PIPELINE_V2","AUTO_REMEDIATE",4,"alert_id=824,action=BLOCK (decided by AI)","Action executed: BLOCK | reason=Cost per kg is 13.55x the peer median.",1261,"SUCCESS","CPH","2026-08-01 23:55:50.302"
1244,"FULL_PIPELINE_V2","SAP_POST",5,"alert_id=824","{""status"":""SKIPPED"",""reason"":""SAP posting only runs after a CLEAR decision""}",0,"SKIPPED","CPH","2026-08-01 23:55:50.572"
1245,"FULL_PIPELINE_V2","AI_INVESTIGATE",2,"alert_id=956,severity=MEDIUM","AI decision=CLEAR | reason=Cost per kg is 0.22x the peer median, and sanctions matches = 0.",3635,"SUCCESS","CPH","2026-08-01 23:55:54.777"
1246,"FULL_PIPELINE_V2","SANCTIONS_SCREEN",3,"Intel Products Vietnam","Marketplace screening completed",221,"SUCCESS","CPH","2026-08-01 23:55:55.361"
1247,"FULL_PIPELINE_V2","AUTO_REMEDIATE",4,"alert_id=956,action=CLEAR (decided by AI)","Action executed: CLEAR | reason=Cost per kg is 0.22x the peer median, and sanctions matches = 0.",899,"SUCCESS","CPH","2026-08-01 23:55:56.527"
1248,"FULL_PIPELINE_V2","SAP_POST",5,"bl_id=1548","{""status"":""SUCCESS"",""sap_document"":""5000001548"",""bl_id"":1548}",889,"SUCCESS","CPH","2026-08-01 23:55:57.815"
1249,"FULL_PIPELINE_V2","AI_INVESTIGATE",2,"alert_id=957,severity=MEDIUM","AI decision=CLEAR | reason=Cost per kg is 0.44x the peer median, and sanctions matches = 0.",4643,"SUCCESS","CPH","2026-08-01 23:56:02.882"
1250,"FULL_PIPELINE_V2","SANCTIONS_SCREEN",3,"Foxconn Vietnam","Marketplace screening completed",224,"SUCCESS","CPH","2026-08-01 23:56:03.447"
1251,"FULL_PIPELINE_V2","AUTO_REMEDIATE",4,"alert_id=957,action=CLEAR (decided by AI)","Action executed: CLEAR | reason=Cost per kg is 0.44x the peer median, and sanctions matches = 0.",866,"SUCCESS","CPH","2026-08-01 23:56:04.581"
1252,"FULL_PIPELINE_V2","SAP_POST",5,"bl_id=409","{""status"":""SUCCESS"",""sap_document"":""5000000409"",""bl_id"":409}",816,"SUCCESS","CPH","2026-08-01 23:56:05.732"
1253,"FULL_PIPELINE_V2","AI_INVESTIGATE",2,"alert_id=958,severity=MEDIUM","AI decision=CLEAR | reason=Cost/kg is 0.31x the peer median, and sanctions matches = 0.",3628,"SUCCESS","CPH","2026-08-01 23:56:09.779"
1254,"FULL_PIPELINE_V2","SANCTIONS_SCREEN",3,"Nike Vietnam","Marketplace screening completed",206,"SUCCESS","CPH","2026-08-01 23:56:10.313"
1255,"FULL_PIPELINE_V2","AUTO_REMEDIATE",4,"alert_id=958,action=CLEAR (decided by AI)","Action executed: CLEAR | reason=Cost/kg is 0.31x the peer median, and sanctions matches = 0.",855,"SUCCESS","CPH","2026-08-01 23:56:11.410"
1256,"FULL_PIPELINE_V2","SAP_POST",5,"bl_id=9784","{""status"":""SUCCESS"",""sap_document"":""5000009784"",""bl_id"":9784}",777,"SUCCESS","CPH","2026-08-01 23:56:12.547"
1257,"FULL_PIPELINE_V2","AI_INVESTIGATE",2,"alert_id=959,severity=MEDIUM","AI decision=CLEAR | reason=Cost/kg is 0.41x the peer median and sanctions matches = 0.",4335,"SUCCESS","CPH","2026-08-01 23:56:17.285"
1258,"FULL_PIPELINE_V2","SANCTIONS_SCREEN",3,"Panasonic Vietnam","Marketplace screening completed",198,"SUCCESS","CPH","2026-08-01 23:56:17.803"
1259,"FULL_PIPELINE_V2","AUTO_REMEDIATE",4,"alert_id=959,action=CLEAR (decided by AI)","Action executed: CLEAR | reason=Cost/kg is 0.41x the peer median and sanctions matches = 0.",834,"SUCCESS","CPH","2026-08-01 23:56:18.871"
1260,"FULL_PIPELINE_V2","SAP_POST",5,"bl_id=8541","{""status"":""SUCCESS"",""sap_document"":""5000008541"",""bl_id"":8541}",758,"SUCCESS","CPH","2026-08-01 23:56:19.965"
1261,"FULL_PIPELINE_V2","AI_INVESTIGATE",2,"alert_id=960,severity=MEDIUM","AI decision=CLEAR | reason=Cost per kg is 0.67x the peer median, and both counterparties are clear of sanctions.",4355,"SUCCESS","CPH","2026-08-01 23:56:24.723"
1262,"FULL_PIPELINE_V2","SANCTIONS_SCREEN",3,"ABC Electronics Vietnam","Marketplace screening completed",235,"SUCCESS","CPH","2026-08-01 23:56:25.290"
1263,"FULL_PIPELINE_V2","AUTO_REMEDIATE",4,"alert_id=960,action=CLEAR (decided by AI)","Action executed: CLEAR | reason=Cost per kg is 0.67x the peer median, and both counterparties are clear of sanctions.",896,"SUCCESS","CPH","2026-08-01 23:56:26.469"
1264,"FULL_PIPELINE_V2","SAP_POST",5,"bl_id=8935","{""status"":""SUCCESS"",""sap_document"":""5000008935"",""bl_id"":8935}",746,"SUCCESS","CPH","2026-08-01 23:56:27.559"
1265,"FULL_PIPELINE_V2","AI_INVESTIGATE",2,"alert_id=961,severity=MEDIUM","AI decision=CLEAR | reason=Cost per kg is 0.47x the peer median, and sanctions matches = 0.",3691,"SUCCESS","CPH","2026-08-01 23:56:31.733"
1266,"FULL_PIPELINE_V2","SANCTIONS_SCREEN",3,"LG Display Vietnam","Marketplace screening completed",204,"SUCCESS","CPH","2026-08-01 23:56:32.261"
1267,"FULL_PIPELINE_V2","AUTO_REMEDIATE",4,"alert_id=961,action=CLEAR (decided by AI)","Action executed: CLEAR | reason=Cost per kg is 0.47x the peer median, and sanctions matches = 0.",860,"SUCCESS","CPH","2026-08-01 23:56:33.383"
1268,"FULL_PIPELINE_V2","SAP_POST",5,"bl_id=9210","{""status"":""SUCCESS"",""sap_document"":""5000009210"",""bl_id"":9210}",758,"SUCCESS","CPH","2026-08-01 23:56:34.464"
1269,"FULL_PIPELINE_V2","AI_INVESTIGATE",2,"alert_id=962,severity=MEDIUM","AI decision=CLEAR | reason=Cost/kg is 0.48x the peer median, sanctions matches = 0, and both counterparties are recognizable real businesses.",5357,"SUCCESS","CPH","2026-08-01 23:56:40.215"
1270,"FULL_PIPELINE_V2","SANCTIONS_SCREEN",3,"Binh Tien Consumer","Marketplace screening completed",193,"SUCCESS","CPH","2026-08-01 23:56:40.730"
1271,"FULL_PIPELINE_V2","AUTO_REMEDIATE",4,"alert_id=962,action=CLEAR (decided by AI)","Action executed: CLEAR | reason=Cost/kg is 0.48x the peer median, sanctions matches = 0, and both counterparties are recognizable real businesses.",868,"SUCCESS","CPH","2026-08-01 23:56:41.836"
1272,"FULL_PIPELINE_V2","SAP_POST",5,"bl_id=818","{""status"":""SUCCESS"",""sap_document"":""5000000818"",""bl_id"":818}",746,"SUCCESS","CPH","2026-08-01 23:56:42.910"
1273,"FULL_PIPELINE_V2","DETECT_ANOMALIES",1,"AUTO,max_alerts=6","Scan completed",2420,"SUCCESS","CPH","2026-08-01 23:57:43.796"
1274,"FULL_PIPELINE_V2","AI_INVESTIGATE",2,"alert_id=980,severity=MEDIUM","AI decision=CLEAR | reason=Cost/kg is 0.65x the peer median and sanctions matches = 0.",3356,"SUCCESS","CPH","2026-08-01 23:57:47.639"
1275,"FULL_PIPELINE_V2","SANCTIONS_SCREEN",3,"Samsung Vietnam","Marketplace screening completed",204,"SUCCESS","CPH","2026-08-01 23:57:48.425"
1276,"FULL_PIPELINE_V2","AUTO_REMEDIATE",4,"alert_id=980,action=CLEAR (decided by AI)","Action executed: CLEAR | reason=Cost/kg is 0.65x the peer median and sanctions matches = 0.",880,"SUCCESS","CPH","2026-08-01 23:57:49.574"
1277,"FULL_PIPELINE_V2","SAP_POST",5,"bl_id=4538","{""status"":""SUCCESS"",""sap_document"":""5000004538"",""bl_id"":4538}",818,"SUCCESS","CPH","2026-08-01 23:57:50.774"
1278,"FULL_PIPELINE_V2","AI_INVESTIGATE",2,"alert_id=981,severity=MEDIUM","AI decision=CLEAR | reason=Cost per kg is 0.55x the peer median, and no sanctions matches.",3980,"SUCCESS","CPH","2026-08-01 23:57:55.212"
1279,"FULL_PIPELINE_V2","SANCTIONS_SCREEN",3,"Tan Hiep Phat","Marketplace screening completed",199,"SUCCESS","CPH","2026-08-01 23:57:55.785"
1280,"FULL_PIPELINE_V2","AUTO_REMEDIATE",4,"alert_id=981,action=CLEAR (decided by AI)","Action executed: CLEAR | reason=Cost per kg is 0.55x the peer median, and no sanctions matches.",853,"SUCCESS","CPH","2026-08-01 23:57:57.091"
1281,"FULL_PIPELINE_V2","SAP_POST",5,"bl_id=4638","{""status"":""SUCCESS"",""sap_document"":""5000004638"",""bl_id"":4638}",741,"SUCCESS","CPH","2026-08-01 23:57:58.176"
1282,"FULL_PIPELINE_V2","AI_INVESTIGATE",2,"alert_id=982,severity=MEDIUM","AI decision=CLEAR | reason=Cost per kg is 0.62x the peer median, both counterparties are recognizable, and no sanctions matches.",4077,"SUCCESS","CPH","2026-08-01 23:58:02.666"
1283,"FULL_PIPELINE_V2","SANCTIONS_SCREEN",3,"Viettel Electronics","Marketplace screening completed",205,"SUCCESS","CPH","2026-08-01 23:58:03.190"
1284,"FULL_PIPELINE_V2","AUTO_REMEDIATE",4,"alert_id=982,action=CLEAR (decided by AI)","Action executed: CLEAR | reason=Cost per kg is 0.62x the peer median, both counterparties are recognizable, and no sanctions matches.",848,"SUCCESS","CPH","2026-08-01 23:58:04.285"
1285,"FULL_PIPELINE_V2","SAP_POST",5,"bl_id=6631","{""status"":""SUCCESS"",""sap_document"":""5000006631"",""bl_id"":6631}",831,"SUCCESS","CPH","2026-08-01 23:58:05.492"
1286,"FULL_PIPELINE_V2","AI_INVESTIGATE",2,"alert_id=983,severity=MEDIUM","AI decision=CLEAR | reason=Cost per kg is 0.59x the peer median, both counterparties are recognizable, and no sanctions matches.",5310,"SUCCESS","CPH","2026-08-01 23:58:11.214"
1287,"FULL_PIPELINE_V2","SANCTIONS_SCREEN",3,"Phong Phu Garment","Marketplace screening completed",205,"SUCCESS","CPH","2026-08-01 23:58:11.764"
1288,"FULL_PIPELINE_V2","AUTO_REMEDIATE",4,"alert_id=983,action=CLEAR (decided by AI)","Action executed: CLEAR | reason=Cost per kg is 0.59x the peer median, both counterparties are recognizable, and no sanctions matches.",894,"SUCCESS","CPH","2026-08-01 23:58:12.907"
1289,"FULL_PIPELINE_V2","SAP_POST",5,"bl_id=5451","{""status"":""SUCCESS"",""sap_document"":""5000005451"",""bl_id"":5451}",760,"SUCCESS","CPH","2026-08-01 23:58:14.009"
1290,"FULL_PIPELINE_V2","AI_INVESTIGATE",2,"alert_id=984,severity=MEDIUM","AI decision=CLEAR | reason=Cost/kg is 0.71x the peer median, both counterparties are recognizable, and no sanctions matches.",5921,"SUCCESS","CPH","2026-08-01 23:58:20.336"
1291,"FULL_PIPELINE_V2","SANCTIONS_SCREEN",3,"Tan Hiep Phat","Marketplace screening completed",192,"SUCCESS","CPH","2026-08-01 23:58:20.858"
1292,"FULL_PIPELINE_V2","AUTO_REMEDIATE",4,"alert_id=984,action=CLEAR (decided by AI)","Action executed: CLEAR | reason=Cost/kg is 0.71x the peer median, both counterparties are recognizable, and no sanctions matches.",905,"SUCCESS","CPH","2026-08-01 23:58:22.014"
1293,"FULL_PIPELINE_V2","SAP_POST",5,"bl_id=5328","{""status"":""SUCCESS"",""sap_document"":""5000005328"",""bl_id"":5328}",760,"SUCCESS","CPH","2026-08-01 23:58:23.116"
1294,"FULL_PIPELINE_V2","AI_INVESTIGATE",2,"alert_id=985,severity=MEDIUM","AI decision=CLEAR | reason=Cost/kg is 0.54x the peer median, and sanctions matches = 0.",4978,"SUCCESS","CPH","2026-08-01 23:58:28.507"
1295,"FULL_PIPELINE_V2","SANCTIONS_SCREEN",3,"Viettel Electronics","Marketplace screening completed",197,"SUCCESS","CPH","2026-08-01 23:58:29.046"
1296,"FULL_PIPELINE_V2","AUTO_REMEDIATE",4,"alert_id=985,action=CLEAR (decided by AI)","Action executed: CLEAR | reason=Cost/kg is 0.54x the peer median, and sanctions matches = 0.",846,"SUCCESS","CPH","2026-08-01 23:58:30.149"
1297,"FULL_PIPELINE_V2","SAP_POST",5,"bl_id=8060","{""status"":""SUCCESS"",""sap_document"":""5000008060"",""bl_id"":8060}",744,"SUCCESS","CPH","2026-08-01 23:58:31.288"
1298,"FULL_PIPELINE_V2","DETECT_ANOMALIES",1,"BACKLOG,max_alerts=40","Scan completed",2648,"SUCCESS","CPH","2026-08-02 00:04:40.029"
1299,"FULL_PIPELINE_V2","AI_INVESTIGATE",2,"alert_id=1008,severity=MEDIUM","AI decision=CLEAR | reason=Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",4809,"SUCCESS","CPH","2026-08-02 00:04:45.385"
1300,"FULL_PIPELINE_V2","SANCTIONS_SCREEN",3,"Phong Phu Garment","Marketplace screening completed",228,"SUCCESS","CPH","2026-08-02 00:04:45.951"
1301,"FULL_PIPELINE_V2","AUTO_REMEDIATE",4,"alert_id=1008,action=CLEAR (decided by AI)","Action executed: CLEAR | reason=Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",956,"SUCCESS","CPH","2026-08-02 00:04:47.170"
1302,"FULL_PIPELINE_V2","SAP_POST",5,"bl_id=4938","{""status"":""SUCCESS"",""sap_document"":""5000004938"",""bl_id"":4938}",871,"SUCCESS","CPH","2026-08-02 00:04:48.436"
1303,"FULL_PIPELINE_V2","AI_INVESTIGATE",2,"alert_id=1009,severity=MEDIUM","AI decision=CLEAR | reason=Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",4518,"SUCCESS","CPH","2026-08-02 00:04:53.460"
1304,"FULL_PIPELINE_V2","SANCTIONS_SCREEN",3,"ABC Electronics Vietnam","Marketplace screening completed",228,"SUCCESS","CPH","2026-08-02 00:04:54.040"
1305,"FULL_PIPELINE_V2","AUTO_REMEDIATE",4,"alert_id=1009,action=CLEAR (decided by AI)","Action executed: CLEAR | reason=Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",941,"SUCCESS","CPH","2026-08-02 00:04:55.236"
1306,"FULL_PIPELINE_V2","SAP_POST",5,"bl_id=3469","{""status"":""SUCCESS"",""sap_document"":""5000003469"",""bl_id"":3469}",836,"SUCCESS","CPH","2026-08-02 00:04:56.417"
1307,"FULL_PIPELINE_V2","AI_INVESTIGATE",2,"alert_id=1010,severity=MEDIUM","AI decision=CLEAR | reason=Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",8985,"SUCCESS","CPH","2026-08-02 00:05:05.826"
1308,"FULL_PIPELINE_V2","SANCTIONS_SCREEN",3,"Foxconn Vietnam","Marketplace screening completed",215,"SUCCESS","CPH","2026-08-02 00:05:06.378"
1309,"FULL_PIPELINE_V2","AUTO_REMEDIATE",4,"alert_id=1010,action=CLEAR (decided by AI)","Action executed: CLEAR | reason=Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",1248,"SUCCESS","CPH","2026-08-02 00:05:07.879"
1310,"FULL_PIPELINE_V2","SAP_POST",5,"bl_id=1396","{""status"":""SUCCESS"",""sap_document"":""5000001396"",""bl_id"":1396}",785,"SUCCESS","CPH","2026-08-02 00:05:09.024"
1311,"FULL_PIPELINE_V2","AI_INVESTIGATE",2,"alert_id=1011,severity=MEDIUM","AI decision=CLEAR | reason=Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",4843,"SUCCESS","CPH","2026-08-02 00:05:14.293"
1312,"FULL_PIPELINE_V2","SANCTIONS_SCREEN",3,"Phong Phu Garment","Marketplace screening completed",214,"SUCCESS","CPH","2026-08-02 00:05:14.861"
1313,"FULL_PIPELINE_V2","AUTO_REMEDIATE",4,"alert_id=1011,action=CLEAR (decided by AI)","Action executed: CLEAR | reason=Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",899,"SUCCESS","CPH","2026-08-02 00:05:16.028"
1314,"FULL_PIPELINE_V2","SAP_POST",5,"bl_id=4995","{""status"":""SUCCESS"",""sap_document"":""5000004995"",""bl_id"":4995}",746,"SUCCESS","CPH","2026-08-02 00:05:17.133"
1315,"FULL_PIPELINE_V2","AI_INVESTIGATE",2,"alert_id=1012,severity=MEDIUM","AI decision=CLEAR | reason=Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",7032,"SUCCESS","CPH","2026-08-02 00:05:24.573"
1316,"FULL_PIPELINE_V2","SANCTIONS_SCREEN",3,"Adidas Sourcing Ltd","Marketplace screening completed",229,"SUCCESS","CPH","2026-08-02 00:05:25.181"
1317,"FULL_PIPELINE_V2","AUTO_REMEDIATE",4,"alert_id=1012,action=CLEAR (decided by AI)","Action executed: CLEAR | reason=Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",848,"SUCCESS","CPH","2026-08-02 00:05:26.292"
1318,"FULL_PIPELINE_V2","SAP_POST",5,"bl_id=9976","{""status"":""SUCCESS"",""sap_document"":""5000009976"",""bl_id"":9976}",865,"SUCCESS","CPH","2026-08-02 00:05:27.532"
1319,"FULL_PIPELINE_V2","AI_INVESTIGATE",2,"alert_id=1013,severity=MEDIUM","AI decision=CLEAR | reason=Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",4840,"SUCCESS","CPH","2026-08-02 00:05:32.785"
1320,"FULL_PIPELINE_V2","SANCTIONS_SCREEN",3,"Phong Phu Garment","Marketplace screening completed",232,"SUCCESS","CPH","2026-08-02 00:05:33.369"
1321,"FULL_PIPELINE_V2","AUTO_REMEDIATE",4,"alert_id=1013,action=CLEAR (decided by AI)","Action executed: CLEAR | reason=Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",867,"SUCCESS","CPH","2026-08-02 00:05:34.501"
1322,"FULL_PIPELINE_V2","SAP_POST",5,"bl_id=6959","{""status"":""SUCCESS"",""sap_document"":""5000006959"",""bl_id"":6959}",800,"SUCCESS","CPH","2026-08-02 00:05:35.650"
1323,"FULL_PIPELINE_V2","AI_INVESTIGATE",2,"alert_id=1014,severity=MEDIUM","AI decision=CLEAR | reason=Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",4819,"SUCCESS","CPH","2026-08-02 00:05:40.928"
1324,"FULL_PIPELINE_V2","SANCTIONS_SCREEN",3,"Binh Tien Consumer","Marketplace screening completed",231,"SUCCESS","CPH","2026-08-02 00:05:41.540"
1325,"FULL_PIPELINE_V2","AUTO_REMEDIATE",4,"alert_id=1014,action=CLEAR (decided by AI)","Action executed: CLEAR | reason=Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",929,"SUCCESS","CPH","2026-08-02 00:05:42.760"
1326,"FULL_PIPELINE_V2","SAP_POST",5,"bl_id=5598","{""status"":""SUCCESS"",""sap_document"":""5000005598"",""bl_id"":5598}",830,"SUCCESS","CPH","2026-08-02 00:05:43.980"
1327,"FULL_PIPELINE_V2","AI_INVESTIGATE",2,"alert_id=1015,severity=MEDIUM","AI decision=CLEAR | reason=Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",8680,"SUCCESS","CPH","2026-08-02 00:05:53.163"
1328,"FULL_PIPELINE_V2","SANCTIONS_SCREEN",3,"Samsung Vietnam","Marketplace screening completed",234,"SUCCESS","CPH","2026-08-02 00:05:53.772"
1329,"FULL_PIPELINE_V2","AUTO_REMEDIATE",4,"alert_id=1015,action=CLEAR (decided by AI)","Action executed: CLEAR | reason=Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",978,"SUCCESS","CPH","2026-08-02 00:05:55.020"
1330,"FULL_PIPELINE_V2","SAP_POST",5,"bl_id=7964","{""status"":""SUCCESS"",""sap_document"":""5000007964"",""bl_id"":7964}",813,"SUCCESS","CPH","2026-08-02 00:05:56.181"
1331,"FULL_PIPELINE_V2","AI_INVESTIGATE",2,"alert_id=1000,severity=MEDIUM","AI decision=CLEAR | reason=Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognizable real businesses.",5753,"SUCCESS","CPH","2026-08-02 00:06:02.350"
1332,"FULL_PIPELINE_V2","SANCTIONS_SCREEN",3,"Phong Phu Garment","Marketplace screening completed",202,"SUCCESS","CPH","2026-08-02 00:06:02.936"
1333,"FULL_PIPELINE_V2","AUTO_REMEDIATE",4,"alert_id=1000,action=CLEAR (decided by AI)","Action executed: CLEAR | reason=Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognizable real businesses.",915,"SUCCESS","CPH","2026-08-02 00:06:04.215"
1334,"FULL_PIPELINE_V2","SAP_POST",5,"bl_id=9877","{""status"":""SUCCESS"",""sap_document"":""5000009877"",""bl_id"":9877}",830,"SUCCESS","CPH","2026-08-02 00:06:05.408"
1335,"FULL_PIPELINE_V2","AI_INVESTIGATE",2,"alert_id=1001,severity=MEDIUM","AI decision=CLEAR | reason=Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognizable real businesses.",5562,"SUCCESS","CPH","2026-08-02 00:06:11.395"
1336,"FULL_PIPELINE_V2","SANCTIONS_SCREEN",3,"Nike Vietnam","Marketplace screening completed",227,"SUCCESS","CPH","2026-08-02 00:06:11.975"
1337,"FULL_PIPELINE_V2","AUTO_REMEDIATE",4,"alert_id=1001,action=CLEAR (decided by AI)","Action executed: CLEAR | reason=Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognizable real businesses.",1437,"SUCCESS","CPH","2026-08-02 00:06:13.676"
1338,"FULL_PIPELINE_V2","SAP_POST",5,"bl_id=1222","{""status"":""SUCCESS"",""sap_document"":""5000001222"",""bl_id"":1222}",836,"SUCCESS","CPH","2026-08-02 00:06:14.852"
1339,"FULL_PIPELINE_V2","AI_INVESTIGATE",2,"alert_id=1002,severity=MEDIUM","AI decision=CLEAR | reason=Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognizable real businesses.",11011,"SUCCESS","CPH","2026-08-02 00:06:26.358"
1340,"FULL_PIPELINE_V2","SANCTIONS_SCREEN",3,"Hoa Sen Group","Marketplace screening completed",406,"SUCCESS","CPH","2026-08-02 00:06:27.212"
1341,"FULL_PIPELINE_V2","AUTO_REMEDIATE",4,"alert_id=1002,action=CLEAR (decided by AI)","Action executed: CLEAR | reason=Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognizable real businesses.",1992,"SUCCESS","CPH","2026-08-02 00:06:29.592"
1342,"FULL_PIPELINE_V2","SAP_POST",5,"bl_id=9224","{""status"":""SUCCESS"",""sap_document"":""5000009224"",""bl_id"":9224}",1364,"SUCCESS","CPH","2026-08-02 00:06:31.514"
1343,"FULL_PIPELINE_V2","AI_INVESTIGATE",2,"alert_id=1003,severity=MEDIUM","AI decision=CLEAR | reason=Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",5878,"SUCCESS","CPH","2026-08-02 00:06:39.113"
1344,"FULL_PIPELINE_V2","SANCTIONS_SCREEN",3,"Toyota Vietnam","Marketplace screening completed",913,"SUCCESS","CPH","2026-08-02 00:06:40.937"
1345,"FULL_PIPELINE_V2","AUTO_REMEDIATE",4,"alert_id=1003,action=CLEAR (decided by AI)","Action executed: CLEAR | reason=Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",2225,"SUCCESS","CPH","2026-08-02 00:06:43.779"
1346,"FULL_PIPELINE_V2","SAP_POST",5,"bl_id=5818","{""status"":""SUCCESS"",""sap_document"":""5000005818"",""bl_id"":5818}",1937,"SUCCESS","CPH","2026-08-02 00:06:46.529"
1347,"FULL_PIPELINE_V2","AI_INVESTIGATE",2,"alert_id=1004,severity=MEDIUM","AI decision=CLEAR | reason=Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN ($1.2339, 4.82x the peer median of $0.2558), and both counterparties are recognisable real businesses.",12062,"SUCCESS","CPH","2026-08-02 00:06:59.133"
1348,"FULL_PIPELINE_V2","SANCTIONS_SCREEN",3,"Intel Products Vietnam","Marketplace screening completed",227,"SUCCESS","CPH","2026-08-02 00:06:59.708"
1349,"FULL_PIPELINE_V2","AUTO_REMEDIATE",4,"alert_id=1004,action=CLEAR (decided by AI)","Action executed: CLEAR | reason=Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN ($1.2339, 4.82x the peer median of $0.2558), and both counterparties are recognisable real businesses.",1054,"SUCCESS","CPH","2026-08-02 00:07:01.059"
1350,"FULL_PIPELINE_V2","SAP_POST",5,"bl_id=336","{""status"":""SUCCESS"",""sap_document"":""5000000336"",""bl_id"":336}",1191,"SUCCESS","CPH","2026-08-02 00:07:02.744"
1351,"FULL_PIPELINE_V2","AI_INVESTIGATE",2,"alert_id=1005,severity=MEDIUM","AI decision=CLEAR | reason=Cost per kg is within the normal range (1.82x the peer median of $0.2558) and there are no sanctions matches (0).",5227,"SUCCESS","CPH","2026-08-02 00:07:08.515"
1352,"FULL_PIPELINE_V2","SANCTIONS_SCREEN",3,"Honda Vietnam","Marketplace screening completed",214,"SUCCESS","CPH","2026-08-02 00:07:09.084"
1353,"FULL_PIPELINE_V2","AUTO_REMEDIATE",4,"alert_id=1005,action=CLEAR (decided by AI)","Action executed: CLEAR | reason=Cost per kg is within the normal range (1.82x the peer median of $0.2558) and there are no sanctions matches (0).",933,"SUCCESS","CPH","2026-08-02 00:07:10.279"
1354,"FULL_PIPELINE_V2","SAP_POST",5,"bl_id=6493","{""status"":""SUCCESS"",""sap_document"":""5000006493"",""bl_id"":6493}",770,"SUCCESS","CPH","2026-08-02 00:07:11.404"
