"ALERT_ID","ALERT_TYPE","SEVERITY","DESCRIPTION","DOCUMENT_IDS","STATUS","ASSIGNED_TO","CREATED_AT","RESOLVED_AT","RESOLUTION_NOTES","BL_ID","DETECTED_AT","AI_RISK_ASSESSMENT","AI_RECOMMENDED_ACTION","AI_DECISION_REASON","AI_ANALYZED_AT"
201,"COST_PER_KG_ANOMALY","MEDIUM","Scan: YMLU00427 | Carrier: YANG_MING | $7412","","ESCALATED","","2026-07-18 05:12:44.650","","Escalated to compliance team",417,"2026-07-17 22:15:44.650","","","",""
203,"WEIGHT_ANOMALY","LOW","Scan: MAEU00876 | Carrier: MAERSK | $2576","","DISMISSED","","2026-07-18 05:12:44.650","","",866,"2026-07-17 14:46:44.650","","","",""
204,"ROUTE_DEVIATION","MEDIUM","Scan: CMDU01074 | Carrier: CMA_CGM | $7842","","DISMISSED","","2026-07-18 05:12:44.650","","",1064,"2026-07-17 11:28:44.650","","","",""
207,"COST_PER_KG_ANOMALY","MEDIUM","Scan: CMDU01792 | Carrier: CMA_CGM | $5807","","RESOLVED","","2026-07-18 05:12:44.650","","",1782,"2026-07-17 23:30:44.650","","","",""
208,"DUPLICATE_BL","MEDIUM","Scan: CAXU02103 | Carrier: COSCO | $5716","","OPEN","","2026-07-18 05:12:44.650","","",2093,"2026-07-17 18:19:44.650","","","",""
209,"COST_PER_KG_ANOMALY","MEDIUM","Scan: CMDU02302 | Carrier: CMA_CGM | $6757","","RESOLVED","","2026-07-18 05:12:44.650","","",2292,"2026-07-17 15:00:44.650","","","",""
210,"WEIGHT_ANOMALY","MEDIUM","Scan: MSKU02416 | Carrier: MSC | $5494","","RESOLVED","","2026-07-18 05:12:44.650","","",2406,"2026-07-17 13:06:44.650","","","",""
211,"WEIGHT_ANOMALY","LOW","Scan: ONEY02926 | Carrier: ONE | $2117","","RESOLVED","","2026-07-18 05:12:44.650","","",2916,"2026-07-18 04:36:44.650","","","",""
212,"WEIGHT_ANOMALY","LOW","Scan: APZU03016 | Carrier: APL | $2468","","RESOLVED","","2026-07-18 05:12:44.650","","",3006,"2026-07-18 03:06:44.650","","","",""
213,"DUPLICATE_BL","LOW","Scan: OOLU03228 | Carrier: OOCL | $4614","","DISMISSED","","2026-07-18 05:12:44.650","","",3218,"2026-07-17 23:34:44.650","","","",""
214,"HIGH_VALUE_ANOMALY","MEDIUM","Scan: YMLU03675 | Carrier: YANG_MING | $5793","","OPEN","","2026-07-18 05:12:44.650","","",3665,"2026-07-17 16:07:44.650","","","",""
215,"WEIGHT_ANOMALY","MEDIUM","Scan: OOLU03761 | Carrier: OOCL | $6625","","INVESTIGATING","","2026-07-18 05:12:44.650","","",3751,"2026-07-17 14:41:44.650","","","",""
216,"COST_PER_KG_ANOMALY","MEDIUM","Scan: CMDU03877 | Carrier: CMA_CGM | $5101","","OPEN","","2026-07-18 05:12:44.650","","",3867,"2026-07-17 12:45:44.650","","","",""
217,"ROUTE_DEVIATION","MEDIUM","Scan: ONEY03959 | Carrier: ONE | $6206","","INVESTIGATING","","2026-07-18 05:12:44.650","","",3949,"2026-07-17 11:23:44.650","","","",""
218,"DUPLICATE_BL","LOW","Scan: OOLU04109 | Carrier: OOCL | $3030","","RESOLVED","","2026-07-18 05:12:44.650","2026-07-31 19:21:29.095","CLEARED by AI decision - no fraud confirmed. Reason: Normal economics, clear screening, recognizable counterparties.",4103,"2026-07-17 08:49:44.650"," **Risk Assessment:** LOW

**Key Indicators:**
- Sanctions matches: 0
- Cost/kg: $0.3959 (below 95th percentile of $1.0692)
- Total charges: $6681 (below 95th percentile of $7831)
- Counterparty names: Vinamilk Co Ltd (recognizable), Shopee Express (recognizable)

**Action:**
The alert is for a duplicate bill of lading, but the economics are normal and both counterparties are recognizable businesses with no sanctions matches.

DECISION: CLEAR
REASON: Normal economics, clear screening, recognizable counterparties.","CLEAR","Normal economics, clear screening, recognizable counterparties.","2026-07-31 19:20:25.418"
219,"WEIGHT_ANOMALY","LOW","Scan: CMDU04152 | Carrier: CMA_CGM | $2208","","RESOLVED","","2026-07-18 05:12:44.650","","",4146,"2026-07-17 08:06:44.650","","","",""
220,"COST_PER_KG_ANOMALY","LOW","Scan: CAXU04238 | Carrier: COSCO | $838","","DISMISSED","","2026-07-18 05:12:44.650","","",4232,"2026-07-17 06:40:44.650","","","",""
221,"HIGH_VALUE_ANOMALY","MEDIUM","Scan: YMLU04661 | Carrier: YANG_MING | $7134","","OPEN","","2026-07-18 05:12:44.650","","",4655,"2026-07-17 23:37:44.650","","","",""
222,"WEIGHT_ANOMALY","LOW","Scan: CMDU05187 | Carrier: CMA_CGM | $1573","","RESOLVED","","2026-07-18 05:12:44.650","2026-07-31 19:21:30.299","CLEARED by AI decision - no fraud confirmed. Reason: Cost/kg and total charges are below thresholds, no sanctions matches, and counterparties are recognizable.",5181,"2026-07-17 14:51:44.650"," **Risk Assessment:** LOW

**Key Indicators:**
- Sanctions matches: 0
- Cost/kg: $0.2044 (below the median of $0.2557 and well below the 95th percentile of $1.0692)
- Total charges: $5984 (below the 95th percentile of $7831)
- Counterparty names: Foxconn Vietnam (recognizable), Construction Supply Co. (generic but not explicitly suspicious)

**Action:**
DECISION: CLEAR
REASON: Cost/kg and total charges are below thresholds, no sanctions matches, and counterparties are recognizable.","CLEAR","Cost/kg and total charges are below thresholds, no sanctions matches, and counterparties are recognizable.","2026-07-31 19:20:30.691"
223,"DUPLICATE_BL","MEDIUM","Scan: OOLU05539 | Carrier: OOCL | $5382","","INVESTIGATING","","2026-07-18 05:12:44.650","","",5533,"2026-07-17 08:59:44.650","","","",""
224,"ROUTE_DEVIATION","MEDIUM","Scan: EGLV06490 | Carrier: EVERGREEN | $7788","","OPEN","","2026-07-18 05:12:44.650","","",6484,"2026-07-17 17:08:44.650","","","",""
226,"WEIGHT_ANOMALY","LOW","Scan: HLCU07022 | Carrier: HAPAG_LLOYD | $2319","","DISMISSED","","2026-07-18 05:12:44.650","","",7016,"2026-07-17 08:16:44.650","","","",""
227,"ROUTE_DEVIATION","LOW","Scan: MSKU07145 | Carrier: MSC | $4467","","OPEN","","2026-07-18 05:12:44.650","","",7139,"2026-07-17 06:13:44.650","","","",""
202,"HIGH_VALUE_ANOMALY","MEDIUM","Scan: APZU00435 | Carrier: APL | $3652","","OPEN","","2026-07-18 05:12:44.650","","",425,"2026-07-17 22:07:44.650","","","",""
205,"HIGH_VALUE_ANOMALY","MEDIUM","Scan: EGLV01515 | Carrier: EVERGREEN | $3496","","OPEN","","2026-07-18 05:12:44.650","","",1505,"2026-07-18 04:07:44.650","","","",""
206,"HIGH_VALUE_ANOMALY","MEDIUM","Scan: EGLV01610 | Carrier: EVERGREEN | $2329","","OPEN","","2026-07-18 05:12:44.650","","",1600,"2026-07-18 02:32:44.650","","","",""
225,"HIGH_VALUE_ANOMALY","MEDIUM","Scan: HLCU06941 | Carrier: HAPAG_LLOYD | $3598","","OPEN","","2026-07-18 05:12:44.650","","",6935,"2026-07-17 09:37:44.650","","","",""
228,"HIGH_VALUE_ANOMALY","MEDIUM","Scan: YMLU09196 | Carrier: YANG_MING | $3051","","OPEN","","2026-07-18 05:12:44.650","","",9190,"2026-07-17 20:02:44.650","","","",""
229,"WEIGHT_ANOMALY","LOW","Scan: MSKU09447 | Carrier: MSC | $3499","","RESOLVED","","2026-07-18 05:12:44.650","2026-07-31 19:21:31.306","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost/kg and total charges below 95th percentile, recognizable counterparties.",9441,"2026-07-17 15:51:44.650"," **Risk Assessment:** LOW

**Key Indicators:**
- Sanctions matches: 0
- Cost/kg: $1.0027 (below 95th percentile of $1.0692)
- Total charges: $6211 (below 95th percentile of $7831)
- Counterparties: Honda Vietnam (recognizable), AEON Japan (recognizable)

**Action:**
DECISION: CLEAR
REASON: Sanctions matches = 0, cost/kg and total charges below 95th percentile, recognizable counterparties.","CLEAR","Sanctions matches = 0, cost/kg and total charges below 95th percentile, recognizable counterparties.","2026-07-31 19:20:37.627"
230,"WEIGHT_ANOMALY","LOW","Scan: YMLU09812 | Carrier: YANG_MING | $946","","DISMISSED","","2026-07-18 05:12:44.650","","",9806,"2026-07-17 09:46:44.650","","","",""
302,"WEIGHT_ANOMALY","MEDIUM","Workflow: APZU04887 weight 32851kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 00:39:58.857","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",4881,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 00:39:57.491"
303,"WEIGHT_ANOMALY","MEDIUM","Workflow: YMLU02805 weight 32536kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 00:40:08.030","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",2795,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 00:40:06.625"
304,"WEIGHT_ANOMALY","MEDIUM","Workflow: CMDU00522 weight 30392kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 00:40:15.859","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",512,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 00:40:14.470"
305,"WEIGHT_ANOMALY","MEDIUM","Workflow: OOLU09747 weight 33909kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 00:40:25.387","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",9741,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indications of fraud or compliance issues.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 00:40:23.988"
306,"WEIGHT_ANOMALY","MEDIUM","Workflow: YMLU09408 weight 38535kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 00:41:01.024","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",9402,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indications of fraud or compliance issues.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 00:40:59.310"
6,"WEIGHT_ANOMALY","MEDIUM","Workflow: MSKU09927 weight 33390kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 00:41:09.350","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",9921,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indications of fraud or compliance issues.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 00:41:07.996"
7,"WEIGHT_ANOMALY","MEDIUM","Workflow: YMLU09711 weight 40125kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 00:41:17.290","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",9705,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indications of fraud or compliance issues.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 00:41:15.952"
8,"WEIGHT_ANOMALY","MEDIUM","Workflow: EGLV04474 weight 36395kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 00:41:25.537","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",4468,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indicators of high risk.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 00:41:24.020"
9,"WEIGHT_ANOMALY","MEDIUM","Workflow: ONEY01176 weight 40288kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 00:41:36.121","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",1166,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indications of fraud or compliance issues.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 00:41:34.724"
10,"WEIGHT_ANOMALY","MEDIUM","Workflow: EGLV00879 weight 36501kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 00:42:32.029","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",869,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indications of shell/front companies or extraction issues.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 00:42:30.605"
11,"WEIGHT_ANOMALY","MEDIUM","Workflow: APZU00619 weight 32064kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-07-31 19:21:32.277","CLEARED by AI decision - no fraud confirmed. Reason: Cost/kg and total charges are within acceptable ranges, and no sanctions matches.",609,"2026-07-23 01:59:56.961"," **Risk Assessment:** LOW

**Key Indicators:**
- Sanctions matches: 0
- Cost per kg: $0.2662 (peer median: $0.2557, 95th percentile: $1.0692)
- Total charges: $8535 (95th percentile: $7831)
- Counterparty names: Panasonic Vietnam (recognizable), Construction Supply Co. (generic but not flagged as suspicious)

**Action:**
The cost per kg is slightly above the median but well below the 95th percentile. Total charges slightly exceed the 95th percentile, but both counterparties are recognizable businesses with no sanctions matches.

DECISION: CLEAR
REASON: Cost/kg and total charges are within acceptable ranges, and no sanctions matches.","CLEAR","Cost/kg and total charges are within acceptable ranges, and no sanctions matches.","2026-07-31 19:20:43.677"
12,"WEIGHT_ANOMALY","MEDIUM","Workflow: APZU00914 weight 42595kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 00:42:39.723","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",904,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indications of fraud or compliance issues.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 00:42:38.366"
13,"WEIGHT_ANOMALY","MEDIUM","Workflow: YMLU00041 weight 41715kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 00:43:02.039","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",31,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indications of shell/front companies or extraction issues.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 00:43:00.552"
14,"WEIGHT_ANOMALY","MEDIUM","Workflow: MSKU08079 weight 44344kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 00:43:10.132","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",8073,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 00:43:08.759"
15,"WEIGHT_ANOMALY","MEDIUM","Workflow: CMDU01062 weight 36740kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 00:43:17.992","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",1052,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indicators of high risk.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 00:43:16.665"
16,"WEIGHT_ANOMALY","MEDIUM","Workflow: OOLU01523 weight 40724kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 00:43:25.931","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",1513,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indications of fraud or compliance issues.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 00:43:24.570"
17,"WEIGHT_ANOMALY","MEDIUM","Workflow: CMDU05472 weight 39019kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 00:43:34.035","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",5466,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indicators of fraud or compliance issues.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 00:43:32.626"
18,"WEIGHT_ANOMALY","MEDIUM","Workflow: EGLV08780 weight 41912kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 00:43:42.670","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognizable real businesses.",8774,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN), sanctions matches (0), and recognizable counterparties. The cost per kg is $0.1967, which is 0.77x the peer median of $0.2558, indicating a normal economic range. Both counterparties are recognizable real businesses, and there are no sanctions matches.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognizable real businesses.","2026-08-02 00:43:41.268"
19,"WEIGHT_ANOMALY","MEDIUM","Workflow: YMLU04100 weight 38897kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 00:43:51.017","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",4090,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indications of fraud or compliance issues.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 00:43:49.650"
20,"WEIGHT_ANOMALY","MEDIUM","Workflow: EGLV00364 weight 39203kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 00:44:22.277","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",354,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 00:44:20.817"
21,"WEIGHT_ANOMALY","MEDIUM","Workflow: OOLU01592 weight 40865kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 00:44:30.005","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",1582,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indications of fraud or compliance issues.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 00:44:28.635"
22,"WEIGHT_ANOMALY","MEDIUM","Workflow: CMDU09715 weight 33485kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 00:44:38.013","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",9709,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indications of fraud or compliance issues.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 00:44:36.618"
23,"WEIGHT_ANOMALY","MEDIUM","Workflow: CMDU44556 weight 32093kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 00:44:46.210","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",4,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indications of shell/front companies or extraction issues.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 00:44:44.519"
24,"WEIGHT_ANOMALY","MEDIUM","Workflow: MAEU09729 weight 41176kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 00:45:11.347","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",9723,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indicators of high risk.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 00:45:09.812"
25,"WEIGHT_ANOMALY","MEDIUM","Workflow: MSKU07212 weight 38622kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 00:45:19.884","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",7206,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indications of fraud or compliance issues.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 00:45:18.527"
